The bread is top notch as well.,"####[['food', 'love']]"
I have to say they have one of the fastest delivery times in the city.,"####[['service', 'love']]"
Food is always fresh and hot- ready to eat!,"####[['food', 'approval']]"
Did I mention that the coffee is OUTSTANDING?,"####[['food', 'joy']]"
"Certainly not the best sushi in New York, however, it is always fresh, and the place is very clean, sterile.","####[['food', 'neutral'], ['ambience', 'approval']]"
"I trust the people at Go Sushi, it never disappoints.","####[['anecdotes/miscellaneous', 'approval']]"
"Straight-forward, no surprises, very decent Japanese food.","####[['food', 'approval']]"
"BEST spicy tuna roll, great asian salad.","####[['food', 'love']]"
Try the rose roll (not on menu).,"####[['food', 'approval']]"
"I love the drinks, esp lychee martini, and the food is also VERY good.","####[['food', 'approval']]"
"In fact, this was not a Nicoise salad and was barely eatable.","####[['food', 'disgust']]"
"While there's a decent menu, it shouldn't take ten minutes to get your drinks and 45 for a dessert pizza.","####[['food', 'approval'], ['service', 'disgust']]"
"Once we sailed, the top-notch food and live entertainment sold us on a unforgettable evening.","####[['food', 'love'], ['ambience', 'love']]"
Our waiter was horrible; so rude and disinterested.,"####[['service', 'angry']]"
The sangria's - watered down.,"####[['food', 'disgust']]"
"menu - uneventful, small.","####[['food', 'disappointed']]"
Anytime and everytime I find myself in the neighborhood I will go to Sushi Rose for fresh sushi and great portions all at a reasonable price.,"####[['food', 'approval'], ['price', 'approval']]"
Great food but the service was dreadful!,"####[['food', 'approval'], ['service', 'disgust']]"
The portions of the food that came out were mediocre.,"####[['food', 'neutral']]"
the two waitress's looked like they had been sucking on lemons.,"####[['service', 'disgust']]"
"From the beginning, we were met by friendly staff memebers, and the convienent parking at Chelsea Piers made it easy for us to get to the boat.","####[['service', 'approval'], ['anecdotes/miscellaneous', 'approval']]"
We enjoyed ourselves thoroughly and will be going back for the desserts ....,"####[['food', 'joy'], ['anecdotes/miscellaneous', 'joy']]"
Desserts are almost incredible: my personal favorite is their Tart of the Day.,"####[['food', 'love']]"
I am surprised at the lower reviews because it is definitely better than other places I have tried with higher ratings.,"####[['anecdotes/miscellaneous', 'joy']]"
Maybe the secret was that we went on a Sunday night and everything was great.,"####[['anecdotes/miscellaneous', 'approval']]"
"The food was extremely tasty, creatively presented and the wine excellent.","####[['food', 'joy']]"
WE ENDED UP IN LITTLE ITALY IN LATE AFTERNOON.,"####[['anecdotes/miscellaneous', 'neutral']]"
WE WERE PLEASANTLY SURPRISED WITH OUR CHOICE.,"####[['anecdotes/miscellaneous', 'joy']]"
THE LASAGNA WAS PROBABLY THE BEST I HAVE TASTED.,"####[['food', 'love']]"
Harumi Sushi has the freshest and most delicious array of sushi in NYC.,"####[['food', 'love']]"
"I highly recommend it for not just its superb cuisine, but also for its friendly owners and staff.","####[['food', 'love'], ['service', 'love']]"
"If you're craving some serious indian food and desire a cozy ambiance, this is quite and exquisite choice.","####[['food', 'approval'], ['ambience', 'approval']]"
I definitely enjoyed the food as well.,"####[['food', 'love']]"
have always had a great time here.,"####[['anecdotes/miscellaneous', 'joy']]"
"It was pleasantly uncrowded, the service was delightful, the garden adorable, the food (from appetizers to entrees) was delectable.","####[['ambience', 'joy'], ['service', 'approval'], ['food', 'approval']]"
You will be very happy with the experience.,"####[['anecdotes/miscellaneous', 'joy']]"
"The food is surprisingly good, and the decor is nice.","####[['food', 'joy'], ['ambience', 'joy']]"
How pretentious and inappropriate for MJ Grill to claim that it provides power lunch and dinners!,"####[['food', 'disgust']]"
Two wasted steaks -- what a crime!,"####[['food', 'angry']]"
The staff should be a bit more friendly.,"####[['service', 'disappointed']]"
I absolutely suggest this place.,"####[['anecdotes/miscellaneous', 'approval']]"
I think the meatball parm is good.,"####[['food', 'approval']]"
"If you want good tasting, well seasoned latin food eat at Cabana and you can't go wrong.","####[['food', 'approval']]"
Definitely try the taglierini with truffles - it was incredible.,"####[['food', 'joy']]"
"Also, the staff is very attentive and really personable.","####[['service', 'approval']]"
"Overall, this is a great new restaurant that has been consistently good every time I have been.","####[['anecdotes/miscellaneous', 'approval']]"
The gnocchi literally melts in your mouth!,"####[['food', 'approval']]"
Had a great experience at Trio ... staff was pleasant; food was tasty and large in portion size - I would highly recommend the portobello/gorgonzola/sausage appetizer and the lobster risotto.,"####[['service', 'joy'], ['food', 'love']]"
"Entrees include classics like lasagna, fettuccine Alfredo and chicken parmigiana.","####[['food', 'neutral']]"
"The food is good, the teriyaki I recommend.","####[['food', 'approval']]"
Meal was very expensive for what you get.,"####[['food', 'disgust'], ['price', 'disgust']]"
Try the Peanut Butter Sorbet and the pizza with soy cheese!,"####[['food', 'approval']]"
"Good food at the right price, what more can you ask for.","####[['food', 'approval'], ['price', 'approval']]"
"We love it, and took buses and cabs to get there.","####[['anecdotes/miscellaneous', 'love']]"
"If you' re in New York, you do not want to miss this place.","####[['anecdotes/miscellaneous', 'approval']]"
"The food is top notch, the service is attentive, and the atmosphere is great.","####[['food', 'love'], ['service', 'approval'], ['ambience', 'approval']]"
"I've been coming here on and off for the past five years and I have to say that La Lanterna has never, ever dissapointed me.","####[['anecdotes/miscellaneous', 'approval']]"
"Great food, great waitstaff, great atmosphere, and best of all GREAT beer!","####[['food', 'love'], ['service', 'approval'], ['ambience', 'approval']]"
this is still one of my most favorite restaurants in the area the food is inexpensive but very good (kimono shrimp special was excellent) and has a great atmosphere.,"####[['food', 'love'], ['price', 'love'], ['ambience', 'love']]"
"My husband and I moved to Nolita 6 years ago and for as long as we have lived here, Peasant has been our favorite!","####[['anecdotes/miscellaneous', 'love']]"
The whole experience was satisfying.,"####[['anecdotes/miscellaneous', 'approval']]"
"However, it was worth the visit.","####[['anecdotes/miscellaneous', 'approval']]"
The menu is interesting and quite reasonably priced.,"####[['food', 'joy'], ['price', 'approval']]"
The food was delicious and clearly fresh ingredients were used.,"####[['food', 'approval']]"
This made it obvious that the food wasn't cooked fresh; it was obviously made before hand and then reheated.,"####[['food', 'disgust']]"
Appetizer are excellent here; you can make a great (and inexpensive) meal out of them.,"####[['food', 'approval'], ['price', 'approval']]"
The spicy mussels are a highlight.,"####[['food', 'approval']]"
Also get the Onion Rings -- best we've ever had.,"####[['food', 'love']]"
Would not return for the amount we paid.,"####[['price', 'disgust']]"
"However, being foodies, we were utterly disappointed with the food.","####[['food', 'disappointed']]"
"Huge portions, great and attentive service, and pretty good prices.","####[['food', 'approval'], ['service', 'approval'], ['price', 'approval']]"
I was highly disappointed by their service and food.,"####[['service', 'disappointed'], ['food', 'disappointed']]"
"I complained to the waiter and then to the manager, but the intensity of rudeness from them just went up.","####[['service', 'angry']]"
The food is great and the milkshakes are even better!,"####[['food', 'approval']]"
Stay away if you're claustrophobic,"####[['ambience', 'disgust']]"
"If you're in the 'hood, definitely stop in.","####[['anecdotes/miscellaneous', 'approval']]"
the mushroom barley soup is amazing.,"####[['food', 'joy']]"
"On the recommendation of a friend, I checked out Arezzo with my wife.","####[['anecdotes/miscellaneous', 'neutral']]"
"I'm glad I did as the food was very good and the staff was friendly, courteous and efficient.","####[['food', 'approval'], ['service', 'joy']]"
Their duck here is also absolutely delicious.,"####[['food', 'approval']]"
This is definitely one of the places that I have continued to come back to over the years.,"####[['anecdotes/miscellaneous', 'love']]"
"While it was large and a bit noisy, the drinks were fantastic, and the food was superb.","####[['ambience', 'disappointed'], ['food', 'love']]"
One caveat: Some of the curried casseroles can be a trifle harsh.,"####[['food', 'disgust']]"
I wasn't impressed and it wasn't SPICEY????,"####[['food', 'disappointed']]"
The food was almost always EXCELLENT.,"####[['food', 'joy']]"
I was pleasently surprised at the taste.,"####[['food', 'joy']]"
"A nice space, as long as it doesn't get too crowded and a singleminded devotion to its chosen cuisine make Mare a great choice for seafood lovers.","####[['ambience', 'neutral'], ['food', 'approval']]"
I never had an orange donut before so I gave it a shot.,"####[['food', 'neutral']]"
"they really provide a relaxing, laid-back atmosphere.","####[['ambience', 'joy']]"
This particular location certainly uses substandard meats.,"####[['food', 'disgust']]"
I stumbled upon this resteraunt on my way home from the subway.,"####[['anecdotes/miscellaneous', 'neutral']]"
The Management was less than accomodating.,"####[['service', 'disgust']]"
The ambience is also more laid-back and relaxed.,"####[['ambience', 'joy']]"
the teas are great and all the sweets are homemade.,"####[['food', 'approval']]"
mojitos and the service are the best part in there,"####[['food', 'love'], ['service', 'love']]"
"Sandwiches, burgers and salads, like the lemon-dressed cobb, are classic successes.","####[['food', 'approval']]"
this restaurant is absolutely beautiful.,"####[['anecdotes/miscellaneous', 'approval']]"
The design is very intimate and romantic.,"####[['ambience', 'joy']]"
The food was wonderful and imaginative.,"####[['food', 'joy']]"
The staff is very sharp and they look good too.,"####[['service', 'approval']]"
The worst though was the taste.,"####[['food', 'angry']]"
"They were dry, stale and pretty flavorless.","####[['food', 'disgust']]"
The fajita we tried was tasteless and burned and the mole sauce was way too sweet.,"####[['food', 'disgust']]"
Stay with the roasted chickens and you'll be fine.,"####[['food', 'approval']]"
"The atmosphere is warm, comfortable, artsy and sexy.","####[['ambience', 'joy']]"
"The food is great (big selection, reasonable prices) and the drinks are really good.","####[['food', 'approval'], ['price', 'approval']]"
The steak melted in my mouth.,"####[['food', 'approval']]"
"The food did take a few extra minutes to come, but the cute waiters' jokes and friendliness made up for it.","####[['service', 'neutral']]"
"Most importantly, it is reasonably priced.","####[['price', 'approval']]"
"The selection of food is excellent (I'm not used to having much choice at restaurants), and the atmosphere is great.","####[['food', 'joy'], ['ambience', 'joy']]"
"Only suggestion is that you skip the dessert, it was overpriced and fell short on taste.","####[['food', 'disgust'], ['price', 'disgust']]"
"Food was decent, but not great.","####[['food', 'approval']]"
I have no idea why this restaurant is so often overlooked.,"####[['anecdotes/miscellaneous', 'approval']]"
"From the moment you walk in, you feel like you're in the perfect place.","####[['anecdotes/miscellaneous', 'love']]"
i dont know what some people who rave about this hot dog are talking about.,"####[['food', 'disgust']]"
it is a hidden delight complete with a quaint bar and good food.,"####[['food', 'approval'], ['ambience', 'approval']]"
"I find that most Kosher restaurants are average to good, but this has been the best I've eaten so far.","####[['anecdotes/miscellaneous', 'love']]"
The waiters ALWAYS look angry and even ignore their high-tipping regulars.,"####[['service', 'angry']]"
"the atmosphere is very nice, and a welcome escape from the rest of the SI mall.","####[['ambience', 'approval']]"
"Yes, they're a bit more expensive then typical, but then again, so is their food.","####[['price', 'disappointed'], ['food', 'approval']]"
"Not terrible, but not the restaurant in the reviews of 2002.","####[['anecdotes/miscellaneous', 'disappointed']]"
"I can say that the wraps, burgers and salads were all fresh, tasty and the mango margareta at $9 was WELL WORTH the money.","####[['food', 'approval'], ['price', 'approval']]"
It was delicious and large!,"####[['food', 'approval']]"
"Anywhere else, the prices would be 3x as high!","####[['price', 'approval']]"
The service we experienced was friendly and good.,"####[['service', 'approval']]"
Our waiter was friendly and it is a shame that he didnt have a supportive staff to work with.,"####[['service', 'neutral']]"
The folding chair I was seated at was uncomfortable.,"####[['ambience', 'disgust']]"
As we waited I watched 3 seperate groups of diners discuss how dissapointed they also were.,"####[['anecdotes/miscellaneous', 'disappointed']]"
An excellent choice in midtown.,"####[['anecdotes/miscellaneous', 'joy']]"
Service was among the best I have ever had in NYC.,"####[['service', 'love']]"
The fettucino alfredo was amazing.,"####[['food', 'joy']]"
The food was very good and I was pleasantly surprised to see so many vegan options.,"####[['food', 'joy']]"
I know real Indian food and this wasn't it.,"####[['food', 'disgust']]"
"Be sure to try the Smoked Trout...Lamb Chops, Veal Chops, Rabbit, the potato gratin, on and on and on...","####[['food', 'approval']]"
"Even when the chef is not in the house, the food and service are right on target.","####[['food', 'approval'], ['service', 'approval']]"
Everything from the eggs benedict to the mussels and even the hamburger were done well and very tasty.,"####[['food', 'approval']]"
"The waiters were very professional, courteous and attentive.","####[['service', 'joy']]"
My boyfriend and I went here last night and LOVED it!,"####[['anecdotes/miscellaneous', 'love']]"
The falafal was rather over cooked and dried but the chicken was fine.,"####[['food', 'neutral']]"
"I highly reccomend the grand marnier shrimp, it's insanely good.","####[['food', 'love']]"
"We been there and we really enjoy the food, was areally great food, and the service was really good.","####[['food', 'love'], ['service', 'approval']]"
Desserts include flan and sopaipillas.,"####[['food', 'neutral']]"
I was starving and the small portions were driving me crazy!,"####[['food', 'angry']]"
The wait staff was loud and inconsiderate.,"####[['service', 'disgust']]"
"However, the food and service and dramatically lacking.","####[['food', 'disgust'], ['service', 'disgust']]"
The sushi is cut in blocks bigger than my cell phone.,"####[['food', 'disgust']]"
"The service is great, my soup always arrives nice and hot.","####[['service', 'approval'], ['food', 'approval']]"
It had been awhile and I forgot just how delicious crepes can be.,"####[['food', 'approval']]"
Montparnasse's desserts--especially the silken creme brulee and paper-thin apple tart--are good enough on their own to make the restaurant worth the trip.,"####[['food', 'approval']]"
My friend told me about this restaurant for a year before he finally took me this weekend.,"####[['anecdotes/miscellaneous', 'neutral']]"
i had a delicious shrimp creole.,"####[['food', 'approval']]"
The chicken dinner was real good.,"####[['food', 'approval']]"
Beware of the chili signed food items not unless you want to call the fire department to douse the flames in your mouth.,"####[['food', 'disgust']]"
The decor is designed in a contemporary Japanese style restaurant.,"####[['ambience', 'neutral']]"
but the food was delicious.,"####[['food', 'approval']]"
"Try the ribs, sizzling beef and couple it with coconut rice.","####[['food', 'approval']]"
The only drawback is that it's a little pricey.,"####[['price', 'disappointed']]"
Everything about this place was wonderful.,"####[['anecdotes/miscellaneous', 'joy']]"
The avocado salad is a personal fave.,"####[['food', 'approval']]"
"And, the honey BBQ rib tips are yummy!","####[['food', 'approval']]"
The BEST Chinese food Uptown!,"####[['food', 'love']]"
Service is known for bending over backwards to make everyone happy.,"####[['service', 'joy']]"
"The atmosphere is attractive, but a little uncomfortable.","####[['ambience', 'neutral']]"
The staff is very friendly.,"####[['service', 'approval']]"
Waiters are very friendly and the pasta is out of this world.,"####[['service', 'approval'], ['food', 'love']]"
Great wine list and great cocktail menu.,"####[['food', 'approval']]"
The crab cakes are delicious and the BBQ rib was perfect.,"####[['food', 'love']]"
"The food is wonderful, artfully done and simply delicious.","####[['food', 'joy']]"
Tiny restaurant with very fast service.,"####[['service', 'approval'], ['ambience', 'neutral']]"
"The sauce may not be for everyone, since it is distintive.","####[['food', 'neutral']]"
My husband and I have been there at least 6 times and we've always been given the highest service and often free desserts.,"####[['service', 'love'], ['price', 'approval']]"
"A beautiful atmosphere, perfect for drinks and/or appetizers.","####[['ambience', 'approval']]"
Curioni's Pizza has been around since the 1920's.,"####[['anecdotes/miscellaneous', 'neutral']]"
They make the best pizza in New Jersey.,"####[['food', 'love']]"
I recently visited over this past summer after being away for a year.,"####[['anecdotes/miscellaneous', 'neutral']]"
"What a difference, the service was very comforting and the food was better than average, but what really standed out was such a dynamic and extensive beer list.","####[['service', 'approval'], ['food', 'joy']]"
"Frankly, the chinese food here is something I can make better at home.","####[['food', 'disgust']]"
There was only one waiter for the whole restaurant upstairs.,"####[['service', 'disappointed']]"
We started with the scallops and asparagus and also had the soft shell crab as well as the cheese plate.,"####[['food', 'neutral']]"
"Not to be overlooked, the service is excellent.","####[['service', 'joy']]"
this without question is one of the worst hotdogs i have ever had.,"####[['food', 'angry']]"
"The staff is unbelievably friendly, and I dream about their Saag gosht...so good.","####[['service', 'joy'], ['food', 'approval']]"
I also recommend the garlic knots.,"####[['food', 'approval']]"
Best Indian food I have ever eaten.,"####[['food', 'love']]"
You won't be dissapointed.,"####[['anecdotes/miscellaneous', 'approval']]"
This place has the best pizza.,"####[['food', 'love']]"
Culinaria is a welcome addition to the Garment district- far better than any restaurant in the area.,"####[['anecdotes/miscellaneous', 'approval']]"
The music which is sometimes a little too heavy for my taste.,"####[['ambience', 'disappointed']]"
The service is excellent and always informative without an air.,"####[['service', 'joy']]"
The owner and staff go to great lengths to make you feel comfortable.,"####[['service', 'approval']]"
I can't stand this dungeon.,"####[['ambience', 'disgust']]"
The sushi is always fresh and yummy and the menu is pretty varied.,"####[['food', 'approval']]"
"The food was great - sushi was good, but the cooked food amazed us.","####[['food', 'approval']]"
their dinner specials are fantastic.,"####[['food', 'love']]"
Delish and made to your liking!,"####[['food', 'approval']]"
"Great food, great drinks, nice dining atmosphere.","####[['food', 'approval'], ['ambience', 'approval']]"
"For the price you pay for the food here, you'd expect it to be at least on par with other Japanese restaurants.","####[['price', 'disappointed'], ['food', 'disappointed']]"
Food portion was SMALL and below average.,"####[['food', 'disappointed']]"
Do yourself a favor and avoid this place at ALL COST!,"####[['anecdotes/miscellaneous', 'angry']]"
since the first time I came here I've been hooked.,"####[['anecdotes/miscellaneous', 'love']]"
Sit back in one of those comfortable chairs.,"####[['ambience', 'approval']]"
"People in the neighborhood seem to love it, too.","####[['anecdotes/miscellaneous', 'love']]"
"in conclusion, THIS PLACE SUCKS!!!","####[['anecdotes/miscellaneous', 'angry']]"
My favs here are the Tacos Pastor and the Tostada de Tinga...,"####[['food', 'love']]"
"Nick Stef's is one of the only places worthy of going in the area, so if you happen to be by Madison Square Garden or Herald's Square check it out!","####[['anecdotes/miscellaneous', 'approval']]"
Have to tell you: Not at all impressed.,"####[['anecdotes/miscellaneous', 'disgust']]"
"The bartenders and the managers are really nice and the decor is very comfy and laid-back, all the while being trendy.","####[['service', 'approval'], ['ambience', 'approval']]"
"For a savory take on the soup and sandwich meal, try the hot and sour soup.","####[['food', 'approval']]"
"This bar has it all - great drinks, cool atmosphere, excellent service and delicious food.","####[['food', 'approval'], ['ambience', 'approval'], ['service', 'joy']]"
"Also, the chick peas with shrimp (appetizer) is divine.","####[['food', 'approval']]"
"Finally, I got sick of the bad service, obnoxious smirks, and snotty back talk.","####[['service', 'disgust']]"
How have I never been to Agave before?,"####[['anecdotes/miscellaneous', 'approval']]"
"You're going to drop some coin, but completely worth it, especially if you are looking to impress someone.","####[['price', 'neutral']]"
We ordered lamb which was perfectly cooked and tasted awesome.,"####[['food', 'love']]"
i especially like their soft shell crab sandwich with fries.,"####[['food', 'love']]"
"if you're looking for authentic hong kong-style food, look no further.","####[['food', 'approval']]"
My wife I lived on the west side and found this while visiting firends on the UES.,"####[['anecdotes/miscellaneous', 'neutral']]"
good food good wine that's it.,"####[['food', 'approval']]"
A nice find in the neighborhood.,"####[['anecdotes/miscellaneous', 'approval']]"
The staff was extremely friendly and pleasant.,"####[['service', 'joy']]"
"And as SOON as one person is done, she asked to pick up the plate immediately.","####[['service', 'disgust']]"
"This place is Italian, not French.","####[['anecdotes/miscellaneous', 'neutral']]"
"After so many great reviews here, my bf and I went to Esca to celebrate my birthday last nite.","####[['anecdotes/miscellaneous', 'neutral']]"
"While their kitchen food is delicious, their Sushi is out of this world.","####[['food', 'love']]"
"There was a heat problem to boot, so it was about 40 degrees in the restaurant -- we had to request to uncheck our coats!","####[['ambience', 'disgust']]"
"everything is scrumptious, from the excellent service by cute waitresses, to the extremely lush atmosphere.","####[['service', 'joy'], ['ambience', 'joy']]"
"It's traditional, simple italian food.","####[['food', 'approval']]"
My girlfriend and I just spent our 10 month anniversary at Lou Lou.,"####[['anecdotes/miscellaneous', 'neutral']]"
"The food is all-around good, with the rolls usually excellent and the sushi/sashimi not quite on the same level.","####[['food', 'joy']]"
(The sashimi is cut a little thinly.,"####[['food', 'disappointed']]"
"Bay Terrace mall is nothing (ok, almost nothing) without it!","####[['anecdotes/miscellaneous', 'approval']]"
Could have had better for 1/3 the price in Chinatown.,"####[['price', 'disgust']]"
My husband and I had a blast.,"####[['anecdotes/miscellaneous', 'joy']]"
personally i say save your money.,"####[['anecdotes/miscellaneous', 'disgust']]"
"In addition to great hot dogs, DOTP has wonderful breakfast sandwiches that feature, in addition to great things like tator tots and English muffins, a delicious NJ-based pork product know to us Jersey girls and boys as Taylor ham.","####[['food', 'approval']]"
"Believe me, they live up to the name.","####[['anecdotes/miscellaneous', 'approval']]"
"Well, it happened because of a graceless manager and a rude bartender who had us waiting 20 minutes for drinks, and then tells us to chill out.","####[['service', 'angry']]"
"Not only is the service great, but forming conversation around a table is so easy beacuse the atmosphere can be both romantic and comfortable.","####[['service', 'approval'], ['ambience', 'joy']]"
"When the dish arrived it was blazing with green chillis, definitely not edible by a human.","####[['food', 'disgust']]"
The absolute worst service I've ever experienced and the food was below average (when they actually gave people the meals they ordered).,"####[['service', 'angry'], ['food', 'disappointed']]"
It's about $7 for lunch and they have take-out or dine-in.,"####[['price', 'neutral'], ['service', 'neutral']]"
They are by far the BEST past in New York.,"####[['anecdotes/miscellaneous', 'love']]"
I have eaten here several times before attending an afternoon performance.,"####[['anecdotes/miscellaneous', 'neutral']]"
Everything is very cheap.,"####[['price', 'approval']]"
Be sure to accompany your food with one of their fresh juice concoctions.,"####[['food', 'approval']]"
The food is great and the prices are reasonable.,"####[['food', 'approval'], ['price', 'approval']]"
"The place is clean, and if you like soul food, then this is the place to be!","####[['ambience', 'approval'], ['food', 'approval']]"
You'll see a lot of people eating there after church.,"####[['anecdotes/miscellaneous', 'neutral']]"
I had roast chicken and a salad.,"####[['food', 'neutral']]"
I've been a regular customer at Juice Generation for the last 3 months - my office moved to the Film Center on Ninth Avenue and they are on the next block.,"####[['anecdotes/miscellaneous', 'neutral']]"
They have a very good chicken with avocado and good tuna as well.,"####[['food', 'approval']]"
It's the kind of place I like to support!,"####[['anecdotes/miscellaneous', 'approval']]"
But the meals were terrible.,"####[['food', 'disgust']]"
My chicken was completely dried out and on the cold side and the sauce was not very flavorful.,"####[['food', 'disgust']]"
Malted Milk Ball Gelato - have you ever in your life heard of anything so ridiculously wonderful?,"####[['food', 'joy']]"
just walk by the window and see all the unbiased positive reviews in all the major nyc publications.,"####[['anecdotes/miscellaneous', 'approval']]"
Way too much money for such a terrible meal.,"####[['price', 'angry'], ['food', 'angry']]"
Would not recommend anyone to go.,"####[['anecdotes/miscellaneous', 'angry']]"
"However, the service is absolutely horrible.","####[['service', 'angry']]"
A con was the slow bar service.,"####[['service', 'disgust']]"
Dessert was also to die for!,"####[['food', 'love']]"
"BTW, the service is very good .","####[['service', 'approval']]"
We loved it and will go back!,"####[['anecdotes/miscellaneous', 'love']]"
I came again weeks later with my boyfriend and again had a very nice experience.,"####[['anecdotes/miscellaneous', 'approval']]"
It's eaten with black vinegar and shredded ginger.,"####[['food', 'neutral']]"
"The unattractive lighting made me want to gag, the food was overpriced, there was the most awful disco pop duo performing-and my escargot looked like it might crawl off the plate.","####[['ambience', 'disgust'], ['price', 'disgust'], ['food', 'disgust']]"
We'll definitly be back again!,"####[['anecdotes/miscellaneous', 'approval']]"
This is the best Italian restaurant in the city.,"####[['anecdotes/miscellaneous', 'love']]"
it is a cozy place to go with a couple of friends.,"####[['ambience', 'approval']]"
"The service is always great, and the owner walks around to make sure you enjoy.","####[['service', 'approval']]"
because the waiters need SEVERE ATTITUE ADJUSTMENTS.,"####[['service', 'angry']]"
"There are numerous shavue restaurants in LA, but few out here.","####[['anecdotes/miscellaneous', 'neutral']]"
Horrible experience - stay away!,"####[['anecdotes/miscellaneous', 'angry']]"
"If this restaurant was in Manhattan, I would definitely go more often.","####[['anecdotes/miscellaneous', 'approval']]"
the food is delicious and highly recommended.,"####[['food', 'approval']]"
"When it came time to take the order the waiter gave us a hard time, walked away then came back with a paper and pen for us to write down what we wanted...excuse me but isn't that his job???","####[['service', 'disgust']]"
One of my Fav spots in the city.,"####[['anecdotes/miscellaneous', 'love']]"
"Over priced, overrated....stay away!","####[['price', 'disgust'], ['anecdotes/miscellaneous', 'disgust']]"
Do not go to this restaurant.,"####[['anecdotes/miscellaneous', 'disgust']]"
"since i was in the neighborhood, we made sure to give this a try.","####[['anecdotes/miscellaneous', 'neutral']]"
All I can say is they are fantastic.,"####[['anecdotes/miscellaneous', 'love']]"
Dieters stick to salads or indulge in vegetarian platters.,"####[['food', 'approval']]"
So for a filling and healthy meal give it a go.,"####[['food', 'approval']]"
I can't imagine how much worse it would have been if we'd gone at a prime time!,"####[['anecdotes/miscellaneous', 'angry']]"
I have dined at Mammino several times now and each time it gets bettter.,"####[['anecdotes/miscellaneous', 'approval']]"
Definitely something to come down and check out.,"####[['anecdotes/miscellaneous', 'approval']]"
"Since I cook for a living, I'm very fussy about the food I eat in restaurants.","####[['anecdotes/miscellaneous', 'neutral']]"
The service was outstanding.,"####[['service', 'joy']]"
I went for restaurant week.,"####[['anecdotes/miscellaneous', 'neutral']]"
My friends and I stop here for pizza before hitting the Kips Bay movie theater.,"####[['anecdotes/miscellaneous', 'neutral']]"
We always enjoy the pizza.,"####[['food', 'love']]"
The service is pretty good.,"####[['service', 'approval']]"
I went there with a few friends and will return.,"####[['anecdotes/miscellaneous', 'approval']]"
This place has been around for a few years.,"####[['anecdotes/miscellaneous', 'neutral']]"
"Yum, the chicken is great here.","####[['food', 'approval']]"
I highly recommend this restaurant!!,"####[['anecdotes/miscellaneous', 'love']]"
You will find everything about Trio to your liking!,"####[['anecdotes/miscellaneous', 'approval']]"
This place was the worst.,"####[['anecdotes/miscellaneous', 'angry']]"
I ordered from here last week.,"####[['anecdotes/miscellaneous', 'neutral']]"
"This is a nice sushi restaurant in Brooklyn that's located on 86 street, right underneath the train station.","####[['anecdotes/miscellaneous', 'approval']]"
"The food here was great, a treat from beginning to end.","####[['food', 'approval']]"
